studentno,413-GE-KG,420-GE-KG,420-SE-KG,420-SN-KG,435-GE-KG,456-GE-KG,456-SB-KG,618-SN-KG,618-SE-KG,449-FB-KG,449-GE-KG,625-GE-KG,603-SB-KG,603-GE-KG,872-CB-KG,872-GE-KG,509-CE-KG,509-CN-KG,478-GE-KG,478-JE-KG,478-JN-KG,481-SB-KG,481-GE-KG,525-GE-KG,507-GE-KG,521-GE-KG,539-GE-KG,680-SN-KG,680-GE-KG,680-SE-KG,562-CN-KG,562-CE-KG,562-GE-KG,575-SB-KG,575-GE-KG,589-GE-KG,593-SB-KG,593-GE-KG,453-GE-KG,453-SE-KG,453-SN-KG,614-SB-KG,614-CB-KG,614-GE-KG,537-SE-KG,537-SN-KG,644-GE-KG,544-GE-KG,838-GE-KG,838-ME-KG,838-MN-KG,664-GE-KG,670-GE-KG,490-CB-KG,490-GE-KG,676-GE-KG,476-NC-KG,479-GE-KG,479-KE-KG,479-KN-KG,691-FB-KG,691-SB-KG,691-GE-KG,830-GE-KG,714-SE-KG,714-SN-KG,549-GE-KG,718-GE-KG,505-GE-KG,722-GE-KG,724-NS-KG,729-CB-KG,729-GE-KG,729-SE-KG,729-SN-KG,723-CB-KG,723-GE-KG,723-SB-KG,650-SB-KG,650-GE-KG,735-GE-KG,746-GE-KG,746-ME-KG,746-MN-KG,638-CB-KG,638-GE-KG,786-JE-KG,786-GE-KG,786-JN-KG,569-GE-KG,790-GE-KG,760-SN-KG,760-GE-KG,760-SE-KG,796-GE-KG,816-SB-KG,816-GE-KG,656-SB-KG,656-GE-KG,493-GE-KG,814-GE-KG,820-GE-KG,823-GE-KG,488-GE-KG,834-CB-KG,834-GE-KG,834-SB-KG,782-GE-KG,842-GE-KG,750-GE-KG,848-CB-KG,848-GE-KG,513-CB-KG,513-SB-KG,513-GE-KG,859-GE-KG,862-CB-KG,862-GE-KG,867-CB-KG,867-GE-KG,497-SN-KG,497-GE-KG,497-SE-KG,876-CE-KG,876-CN-KG,876-GE-KG,801-GE-KG,485-CE-KG,485-CT-KG
2324-1001155,-3.482072,-0.487353,-1.203577,-inf,-2.724161,-2.677333,-inf,-inf,-0.72621,-inf,-3.269102,-4.946815,-inf,-1.952935,-inf,-4.079601,-2.770336,-inf,-0.786415,-1.815317,-inf,-inf,-4.033714,-4.256474,-4.2712,-4.467456,-3.291907,-inf,-1.959307,-2.675531,-inf,-6.887101,-5.415643,-inf,-2.114714,-1.214221,-inf,-4.836771,-5.627089,-6.343313,-inf,-inf,-inf,-3.40193,-1.704907,-inf,-2.441232,-3.661621,-3.231209,-3.62256,-inf,-3.912549,-4.339141,-inf,-4.104505,-2.482144,-inf,-2.192921,-4.046367,-inf,-inf,-inf,-4.707984,-5.043027,-3.359692,-inf,-3.502071,-1.434732,-2.022125,-1.179675,-inf,-inf,-3.175987,-3.892211,-inf,-inf,-2.381325,-inf,-inf,-3.603072,-2.274318,-4.137409,-4.52876,-inf,-inf,-5.214208,-5.109537,-4.080635,-inf,-2.053082,-4.643859,-inf,-3.532209,-4.248433,-0.751917,-inf,-2.782195,-inf,-2.527672,-3.151581,-3.520272,-4.965023,-3.39999,-2.540448,-inf,-5.284283,-inf,-3.45153,-1.711908,-2.41481,-inf,-4.690349,-inf,-inf,-3.805869,-4.255915,-inf,-3.120136,-inf,-5.064267,-inf,-2.900173,-3.616397,-3.061418,-inf,-1.589959,-4.149138,-3.548283,-inf
2324-1001156,-3.15048,-2.547253,-2.894143,-inf,-2.559254,-5.663176,-inf,-inf,-4.688635,-inf,-5.943422,-6.760594,-inf,-5.118607,-inf,-6.210247,-4.390396,-inf,-1.300763,-2.055924,-inf,-inf,-4.076486,-5.860328,-6.109055,-5.205669,-1.170431,-inf,-5.012472,-5.359362,-inf,-8.890045,-7.425396,-inf,-2.944617,-2.461238,-inf,-3.645135,-6.57005,-6.91694,-inf,-inf,-inf,-4.716027,-3.727872,-inf,-1.923613,-1.673645,-6.124223,-6.695618,-inf,-2.796181,-1.234261,-inf,-6.293151,-1.077008,-inf,-3.026531,-5.659745,-inf,-inf,-inf,-2.602544,-6.943454,-5.797377,-inf,-3.989595,-3.546078,-4.233979,-1.302466,-inf,-inf,-3.608807,-3.955697,-inf,-inf,-5.493764,-inf,-inf,-5.912498,-3.545225,0.427627,-0.143767,-inf,-inf,-7.287068,-6.871754,-6.116593,-inf,-2.559718,-6.790365,-inf,-5.85376,-6.20065,-2.339439,-inf,-5.282243,-inf,-4.662333,-3.522297,-5.228486,-2.036709,-5.192996,-0.262263,-inf,-7.325191,-inf,-1.394272,-1.205732,-0.167813,-inf,-4.882526,-inf,-inf,-5.297907,-6.593835,-inf,-0.092634,-inf,-5.249344,-inf,-5.768338,-6.115228,-2.273157,-inf,-0.808508,-6.032214,-3.296664,-inf
2324-1001157,-0.022801,-2.489997,-3.206221,-inf,0.123331,-6.085952,-inf,-inf,-5.198277,-inf,-4.391932,-8.824287,-inf,-5.128898,-inf,-3.657335,-2.233099,-inf,-1.263299,-2.292201,-inf,-inf,-7.569087,-2.263179,-8.228026,-8.434427,-3.470698,-inf,-5.73058,-6.446804,-inf,-6.116374,-4.644916,-inf,-5.343456,-1.046539,-inf,-8.152415,-9.642242,-10.358466,-inf,-inf,-inf,-7.28871,-5.552571,-inf,-0.834514,-1.945444,-6.467356,-6.858707,-inf,-0.946744,-5.003794,-inf,-3.695219,-1.018023,-inf,2.612473,0.759027,-inf,-inf,-inf,-7.56494,-8.827077,-5.019061,-inf,-0.745843,-1.92153,-3.545513,-3.290755,-inf,-inf,-6.674447,-7.390671,-inf,-inf,-5.327118,-inf,-inf,-3.821331,-0.749257,-6.000317,-6.391668,-inf,-inf,-4.485535,-4.260009,-3.231108,-inf,2.82557,-3.989336,-inf,-7.551227,-8.267451,-2.100927,-inf,-4.174558,-inf,-6.450086,-6.581597,-1.691383,-7.237386,-1.807441,-3.737463,-inf,-4.353409,-inf,-2.587121,-4.221536,-1.253488,-inf,-1.038899,-inf,-inf,-7.818436,-4.197149,-inf,-2.768877,-inf,-8.959107,-inf,-5.599602,-6.315826,-3.916862,-inf,-2.445404,-2.904213,-2.676574,-inf
2324-1001158,-4.717824,-2.239665,-2.955889,-inf,-3.900664,-4.74198,-inf,-inf,-4.303264,-inf,-5.723568,-5.5804,-inf,-4.36064,-4.89149,-6.542065,9.825513,12.111455,-1.712431,-2.741333,-inf,-inf,-1.121897,-6.427137,-4.816997,-3.699429,-2.862431,-inf,-4.001035,-4.717258,-7.05747,-9.343412,-7.871954,-inf,-1.786055,-2.794147,-inf,-2.433951,-5.332262,-6.048486,-inf,-inf,-1.471799,-3.122374,-2.964624,-inf,-3.225143,-3.830703,-5.245444,-5.636795,-inf,-4.742918,-3.344566,-4.91126,-6.561835,-2.826304,-7.89559,-4.001655,-5.8551,-inf,-inf,-inf,-2.313579,-5.844896,-5.813381,-inf,-4.981137,-3.554087,-4.026131,-1.123945,-inf,-0.264635,-1.915209,-2.631433,-inf,-3.131653,-4.782228,-inf,-inf,-5.928802,-4.082374,-2.390778,-2.782129,-inf,-6.012469,-7.663044,-7.423232,-6.39433,-inf,-3.664239,-7.06199,-inf,-4.523367,-5.239591,-2.267082,-inf,-5.051537,-inf,-3.350115,-0.758952,-5.792707,-2.955007,-5.756408,-1.618372,-6.04983,-7.700404,-inf,-3.362943,-0.749643,-2.330251,-4.507609,-6.158183,-2.152665,-inf,-3.803239,-6.678674,-0.840295,-2.490869,-2.155807,-3.806382,-inf,-5.077658,-5.793882,-3.038324,-0.752381,-1.566865,-6.570032,-4.324073,-0.171258
2324-1001159,-2.931711,-3.039906,-3.75613,-1.481865,-2.684737,-5.082681,-3.151684,-2.532323,-4.806588,-inf,-2.425136,-7.767043,-2.516649,-4.447646,-inf,-0.745738,-3.136862,-inf,-2.775561,-3.804463,-inf,-5.998707,-7.929704,-2.282803,-7.392844,-8.173637,-5.574849,-3.551637,-5.109678,-5.825901,-inf,-3.260581,-1.789122,-3.951611,-5.882608,-2.344359,-6.78702,-8.718017,-8.931354,-9.647578,-7.373313,-5.328541,-inf,-7.259538,-5.603391,-3.329127,-3.333465,-4.691286,-5.219857,-5.611208,-inf,-3.857209,-7.000751,-inf,-0.81749,-3.623576,-inf,-0.876569,-2.730014,-inf,-inf,-6.54397,-8.474967,-7.608541,-4.132888,-1.858623,-3.295205,-2.21582,-3.950163,-4.374892,-5.405702,-inf,-7.059362,-7.775586,-5.501322,-inf,-4.47305,-2.542053,-1.366538,-3.297535,-2.190806,-7.474748,-7.866099,-inf,-inf,-0.46093,-3.362065,-2.333163,-inf,-1.183418,-0.502794,-5.636194,-7.194235,-7.910459,-2.972284,-2.181951,-4.112948,-4.475967,-6.406964,-7.020215,-0.743352,-8.495909,1.316181,-5.43821,-inf,-0.408681,1.522316,-5.074618,-5.215074,-3.861245,-inf,-3.950668,-inf,-5.494745,-7.425742,-2.510396,-inf,-5.173165,-inf,-8.845619,-2.449293,-4.007334,-4.723558,-5.589439,-inf,-4.117981,0.861479,-4.853665,-inf
2324-1001160,-0.768418,-1.358437,-1.705327,-inf,-0.186842,-5.023913,-inf,-inf,-3.719035,-inf,-3.658764,-7.725579,-inf,-4.049036,-inf,-3.435924,-1.110038,-inf,-0.327484,-1.082644,-inf,-inf,-6.46747,-2.152607,-7.112014,-7.298436,-2.912542,-inf,-4.623487,-4.970377,-inf,-5.995302,-4.530652,-inf,-4.246628,0.034686,-inf,-7.087846,-8.511648,-8.858538,-inf,-inf,-inf,-6.155359,-4.047271,-inf,-0.602792,-2.004359,-5.438457,-6.009852,-inf,-1.488893,-4.395061,-inf,-3.410594,-0.897209,-inf,0.6478,-1.985414,-inf,-inf,-inf,-6.565721,-7.747029,-3.678212,-inf,-0.76964,-0.834388,-2.410066,-2.279859,-inf,-inf,-5.570217,-5.917107,-inf,-inf,-4.27439,-inf,-inf,-2.95481,1.491414,-5.160017,-5.731412,-inf,-inf,-4.307059,-3.494359,-2.739198,-inf,0.824617,-3.658229,-inf,-6.417667,-6.764557,-0.992569,-inf,-3.088701,-inf,-5.313753,-5.482592,-1.676803,-6.326362,-1.827307,-2.967949,-inf,-4.156647,-inf,-2.333165,-3.209176,-1.126517,-inf,-1.861569,-inf,-inf,-6.682431,-3.614835,-inf,-2.44295,-inf,-7.828591,-inf,-4.650845,-4.997735,-3.095002,-inf,-1.630353,-2.892902,-2.122351,-inf
2324-1001161,-4.220193,-1.497965,-1.844855,-inf,-3.406228,-3.960025,-inf,-inf,-3.10028,-inf,-4.890797,-5.150898,-inf,-3.531295,-inf,-5.708886,-3.963318,-inf,-1.194994,-1.950155,-inf,-inf,-2.484884,-5.667364,-4.371548,-3.636402,-2.831415,-inf,-3.202113,-3.549003,-inf,-8.505654,-7.041004,-inf,0.016108,-2.141818,-inf,-3.223516,-5.199595,-5.546485,-inf,-inf,-inf,-2.613536,-1.763003,-inf,-2.825685,-3.658551,-4.481494,-5.052889,-inf,-4.372102,-3.531667,-inf,-5.730483,-2.576249,-inf,-3.33724,-5.970454,-inf,-inf,-inf,-3.107329,-5.384764,-4.613005,-inf,-4.394311,-2.787029,-3.263379,-0.738249,-inf,-inf,-0.467812,-0.814703,-inf,-inf,-3.954624,-inf,-inf,-5.125665,-3.399214,-2.86206,-3.433454,-inf,-inf,-6.834293,-6.352829,-5.597668,-inf,-3.051934,-6.241135,-inf,-3.817364,-4.164254,-1.585067,-inf,-4.251774,-inf,-2.558448,-0.406886,-5.009286,-3.54248,-4.952499,-1.724281,-inf,-6.880433,-inf,-3.252449,-0.647655,-2.232956,-inf,-5.588333,-inf,-inf,-3.415948,-5.855948,-inf,-2.579112,-inf,-3.97835,-inf,-4.293133,-4.640023,-2.787022,-inf,-1.322373,-5.74929,-3.896543,-inf
2324-1001162,-1.089139,-2.936321,-3.652545,-inf,-0.579244,-7.112425,-inf,-inf,-6.051047,-inf,-6.543004,-9.342713,-inf,-6.170127,-4.871664,-6.522238,-3.851667,-1.565724,-0.920117,-1.949019,-inf,-inf,-6.761123,-5.174878,-8.597997,-8.117513,-0.866433,-inf,-6.460571,-7.176795,-6.79482,-9.080762,-7.609304,-inf,-4.749423,-1.883674,-inf,-6.908239,-9.657299,-10.373523,-inf,-inf,-5.377032,-7.027606,-5.630661,-inf,0.051197,0.820447,-7.637653,-8.029004,-inf,-0.419227,-2.27702,-4.845015,-6.495589,2.670951,-7.983759,-1.715451,-3.568897,-inf,-inf,-inf,-5.944275,-9.494406,-6.659172,-inf,-2.471367,-3.411273,-4.420546,-2.372728,-inf,-4.327806,-5.97838,-6.694604,-inf,-4.866663,-6.517237,-inf,-inf,-5.856604,-2.656158,-3.808285,-4.199636,-inf,-5.74023,-7.390805,-6.849009,-5.820107,-inf,-1.01022,-6.74367,-inf,-7.782474,-8.498697,-2.437856,-inf,-5.49676,-inf,-6.463663,-5.848827,-4.697799,-5.276582,-4.856023,-1.570153,-5.588202,-7.238776,-inf,1.712464,-3.04551,1.959597,-1.471438,-3.122012,-6.149145,-inf,-7.799719,-6.65098,2.075392,0.424817,-6.755151,-8.405725,-inf,-7.106123,-7.822347,-2.41032,-0.124377,-0.938861,-5.943807,-1.88873,2.264084
2324-1001163,-4.370697,-2.186961,-2.903185,-0.62892,-3.736895,-3.301084,-1.370088,-1.28884,-3.563105,-inf,-4.159614,-3.149837,-1.430853,-3.36185,-inf,-4.605839,-4.276057,-inf,-2.061757,-3.090658,-inf,-1.251875,-3.182872,-5.455301,-2.601675,-1.093619,-3.702638,-1.369434,-2.927474,-3.643698,-inf,-7.428361,-5.956902,-0.633138,-2.564134,-2.698215,-1.590183,-3.52118,-2.959351,-3.675575,-1.401311,-0.841572,-inf,-2.772569,-2.783988,-0.509723,-3.415558,-4.109584,-3.567168,-3.958519,-inf,-4.578739,-4.355426,-inf,-4.815645,-3.164958,-inf,-3.33324,-5.186686,-inf,-inf,-1.789429,-3.720425,-3.350807,-4.780359,-2.506094,-4.694307,-3.041027,-3.747012,-2.003044,-2.990868,-inf,-2.804601,-3.520825,-1.24656,-inf,10.856487,12.787483,-3.110232,-5.041229,-3.670365,-3.719118,-4.110469,-inf,-inf,-5.908201,-6.353306,-5.324404,-inf,-3.168229,-5.622555,-2.019462,-3.577503,-4.293727,-2.33136,-2.52959,-4.460586,-1.100101,-3.031098,-2.876357,-4.593745,-4.372957,-4.306372,-2.752184,-inf,-6.171925,-4.240928,-3.910145,-2.006652,-2.790026,-inf,-5.728044,-inf,0.804735,-1.126262,-5.395547,-inf,-3.191372,-inf,-2.803973,-1.72613,-3.28417,-4.000394,-3.851943,-inf,-2.380485,-4.858246,-4.618976,-inf
2324-1001164,-1.768153,-1.980903,-2.697127,-inf,-1.033453,-6.091832,-inf,-inf,-5.058052,-inf,-5.872786,-8.162387,-inf,-5.200642,-inf,-6.137348,-3.371552,-inf,-0.038375,-1.067276,-inf,-inf,-5.487004,-5.001466,-7.404934,-6.854781,-0.062475,-inf,-5.392389,-6.108613,-inf,-8.764458,-7.293,-inf,-3.500034,-1.293561,-inf,-5.654757,-8.410201,-9.126425,-inf,-inf,-inf,-5.78395,-4.464618,-inf,-0.180121,-0.443958,-6.635228,-7.026579,-3.203417,-1.465284,-1.569426,-inf,-6.096497,0.558448,-inf,-1.851579,-3.705024,-inf,-inf,-inf,-4.7375,-8.334517,-5.89319,-inf,-2.571199,-2.768068,-3.583562,-1.128791,-inf,-inf,-4.709419,-5.425643,-inf,-inf,-5.577835,-inf,-inf,-5.293723,-2.3714,-2.745955,-3.137306,0.685856,-inf,-7.053991,-6.476651,-5.44775,-inf,-1.252673,-6.368134,-inf,-6.605553,-7.321777,-1.531743,-inf,-4.730549,-inf,-5.270511,-4.579246,-4.522169,-4.138627,-4.66472,-0.440003,-inf,-6.922639,-inf,-0.050588,-1.771109,0.968997,-inf,-3.522044,-inf,-inf,-6.568077,-6.160572,-inf,14.749274,-inf,-7.132545,-inf,-6.187001,-6.903225,-1.159332,-inf,0.312127,-5.708683,-1.556459,-inf
2324-1001165,-2.088609,-3.623682,-3.970572,-inf,-1.624608,-7.752452,-inf,-inf,-6.344842,-inf,-7.4156,-9.780636,-inf,-6.853568,-inf,-7.504331,-4.771152,-inf,-1.635883,-2.391044,-inf,-inf,-6.903238,-6.19264,-9.01485,-8.341972,-0.815403,-inf,-7.05339,-7.40028,-inf,-10.073414,-8.608764,-inf,-5.058861,-2.757789,-inf,-6.862143,-9.93749,-10.28438,-inf,-inf,-inf,-7.337512,-5.735278,-inf,-0.968885,0.40749,-8.294649,-8.866044,-inf,-1.253881,-1.807345,-inf,-7.471827,0.504771,-inf,-2.762185,-5.395399,-inf,-inf,-inf,-5.782759,-9.965579,-7.107975,-inf,-3.510252,-4.279648,-5.187588,-2.721998,-inf,-inf,-6.188386,-6.535276,-inf,-inf,-7.224795,-inf,-inf,-6.765608,-3.637254,-3.48507,-4.056465,-inf,-inf,-8.383808,-7.550124,-6.794963,-inf,-2.058406,-7.723013,-inf,-8.234537,-8.581427,-3.155481,-inf,-6.308554,-inf,-6.891553,-6.056527,-5.718288,-5.025811,-5.876584,-1.46187,-inf,-8.234457,-inf,0.404884,-3.216309,3.15235,-inf,-4.164893,-inf,-inf,-8.136154,-7.592792,-inf,2.476543,-inf,-8.546244,-inf,-7.831933,-8.178823,-2.776572,-inf,-1.311923,-6.958828,-2.779101,-inf
2324-1001166,-5.034955,-2.889186,-3.60541,-1.331145,-4.44455,-3.36713,-1.436133,-1.728986,-4.003251,-inf,-3.985759,-1.45623,-1.718369,-3.649366,-inf,-4.278235,-4.779728,-inf,-2.920134,-3.949036,-inf,-2.567254,-4.49825,-5.692221,-2.77245,-3.552016,-4.829678,-1.74613,-3.30417,-4.020394,-inf,-7.137469,-5.66601,-1.749477,-3.680474,-3.356243,-2.941906,-4.872903,11.22113,10.504907,12.779171,-2.003308,-inf,-3.934305,-3.636854,-1.362589,-4.26347,-5.104271,-3.416942,-3.808293,-inf,-5.377892,-5.578082,-inf,-4.585689,-4.121955,-inf,-3.770034,-5.62348,-inf,-inf,-3.138681,-5.069678,-1.252381,-4.954891,-2.680626,-5.30725,-3.491478,-4.33006,-3.070576,-3.87083,-inf,-4.051069,-4.767293,-2.493028,-inf,-3.845721,-1.914724,-3.355481,-5.286478,-4.185303,-5.026612,-5.417963,-inf,-inf,-5.692909,-6.508794,-5.479893,-inf,-3.701065,-5.569901,-2.776595,-4.334635,-5.050859,-3.070157,-2.950556,-4.881552,-2.01283,-3.943827,-4.1157,-4.712199,-5.699577,-4.291814,-3.95454,-inf,-6.083868,-4.152871,-4.96896,-3.19653,-3.846713,-inf,-6.313441,-inf,-1.420806,-3.351803,-5.414411,-inf,-4.359798,-inf,-4.084191,-1.408746,-2.966786,-3.68301,-4.906159,-inf,-3.434701,-4.698157,-5.483798,-inf
2324-1001167,-2.583203,-0.916854,-1.633078,-inf,-1.982289,-3.343728,-inf,-inf,-2.688399,-inf,-2.045832,-6.128106,-inf,-2.459041,-inf,-2.532239,-1.747103,-inf,-0.971139,-2.000041,-inf,-inf,-5.743872,-2.627438,-5.603966,-6.133147,-3.841033,-inf,-3.130826,-3.84705,-inf,-5.277391,-3.805933,-inf,-3.68589,-0.731447,-inf,-6.523453,-7.100008,-7.816232,-inf,-inf,-inf,-5.12686,-3.427364,-inf,-2.138759,-3.56307,-3.687959,-4.07931,-inf,-3.284332,-5.147523,-inf,-2.511922,-2.386635,-inf,-0.87055,-2.723996,-inf,-inf,-inf,-6.284643,-6.088546,-1.116785,-inf,-2.584478,-0.391441,-1.862138,-2.269454,-inf,-inf,-4.867555,-5.583779,-inf,-inf,-2.58908,-inf,-inf,-0.791031,-1.196914,-5.390205,-5.781556,-inf,-inf,-3.577554,-3.390719,-2.361817,-inf,-0.91703,-2.946589,-inf,-5.139088,-5.855312,-0.963559,-inf,-0.84803,-inf,-4.257094,-4.825054,-1.809201,-6.356325,-1.668414,-3.475054,-inf,-3.583849,-inf,-3.640857,-3.060667,-2.52993,-inf,-3.650747,-inf,-inf,-5.415914,-2.569894,-inf,-3.586636,-inf,-6.766561,-inf,-2.835987,-3.552211,-3.70008,-inf,-2.228622,-2.453806,-3.417818,-inf
2324-1001168,-1.794372,-2.874401,-3.221291,-inf,-1.203122,-7.002584,-inf,-inf,-5.594352,-inf,-6.694742,-9.059772,-inf,-6.103249,-inf,-6.845458,-4.085745,-inf,-0.893033,-1.648193,-inf,-inf,-6.269183,-5.588017,-8.297986,-7.681606,-0.196344,-inf,-6.306021,-6.652911,-inf,-9.433222,-7.968573,-inf,-4.361652,-2.051067,-inf,-6.316356,-9.260643,-9.607533,-inf,-inf,-inf,-6.645513,-5.001852,-inf,-0.426356,0.241282,-7.544372,-8.115767,-inf,-1.177904,-1.521826,-inf,-6.808825,0.85772,-inf,-2.253048,-4.886263,-inf,-inf,-inf,-5.297887,-9.238012,-6.373547,-inf,-2.973003,-3.564071,-4.446399,-2.00693,-inf,-inf,-5.526777,-5.873667,-inf,-inf,-6.475239,-inf,-inf,-6.064477,-2.995756,-3.096249,-3.667644,-inf,-inf,-7.737353,-6.891777,-6.136616,-inf,-1.581204,-7.065221,-inf,-7.507283,-7.854173,-2.409296,-inf,-5.574753,-inf,-6.167906,-5.395127,-5.115335,-4.591191,-5.270947,-0.917887,-inf,-7.59283,-inf,1.868603,-2.560388,1.80989,-inf,-3.746337,-inf,-inf,-7.438749,-6.907112,-inf,1.004995,-inf,-7.918409,-inf,-7.082854,-7.429744,-2.04471,-inf,-0.58006,-6.341507,-2.109635,-inf
2324-1001169,-4.50468,-1.858546,-2.57477,-0.300506,-3.688194,-4.263918,-2.332921,-1.558544,-3.832809,-inf,-5.248991,-5.23522,-1.952025,-3.883022,-inf,-6.074871,-4.326256,-inf,-1.47781,-2.506712,-inf,0.897131,-1.033866,-6.035241,-4.460567,-3.520973,-2.915874,-1.962261,-3.520302,-4.236525,-inf,-8.88186,-7.410402,0.514469,-1.416528,-2.476593,-0.918078,-2.849075,-5.134119,-5.850343,-3.576078,-0.776633,-inf,-2.70763,-2.491454,-0.217189,-3.0689,-3.812192,-4.771489,-5.16284,-inf,-4.608385,-3.519515,-inf,-6.099545,-2.760029,-inf,-3.679102,-5.532548,-inf,-inf,-0.856338,-2.787335,-5.487479,-5.352188,-3.077924,-4.709329,-3.155593,-3.630314,-0.949784,-2.443674,-inf,14.193015,13.476791,15.751055,-inf,-4.303551,-2.372554,-3.569101,-5.500097,-3.745574,-2.710831,-3.102182,-inf,-inf,-7.205389,-7.000535,-5.971633,-inf,-3.376637,-6.614987,-2.502219,-4.06026,-4.776484,-1.927381,-2.694782,-4.625779,-0.93816,-2.869157,-0.294925,-5.381668,-3.332302,-5.327083,-1.739852,-inf,-7.25441,-5.323414,-3.376786,-0.711678,-2.353479,-inf,-5.898539,-inf,-1.529795,-3.460792,-6.229474,-inf,-2.617513,-inf,-3.766232,-3.041587,-4.599628,-5.315852,-2.961717,-inf,-1.490258,-6.123095,-4.152705,-inf
2324-1001170,-1.691833,-1.28922,-1.63611,-inf,-1.180002,-4.328018,-inf,-inf,-3.19682,-inf,-2.663138,-7.105368,-inf,-3.413241,-inf,-2.539655,-1.206759,-inf,-0.851636,-1.606796,-inf,-inf,-6.398758,-1.750112,-6.55976,-6.979266,-3.657327,-inf,-4.064333,-4.411223,-inf,-5.156147,-3.691497,-inf,-4.238916,-0.419123,-inf,-7.120319,-8.034268,-8.381158,-inf,-inf,-inf,-5.904201,-3.790011,-inf,-1.563747,-2.986489,-4.675431,-5.246825,-inf,-2.474989,-5.075273,-inf,-2.500912,-1.854791,-inf,0.113299,-2.519915,-inf,-inf,-inf,-6.750198,-7.074723,-2.843683,-inf,-1.749855,-0.418798,-2.208948,-2.541411,-inf,-inf,-5.504294,-5.851184,-inf,-inf,-3.569562,-inf,-inf,-0.886231,-0.407039,-5.599739,-6.171134,-inf,-inf,-3.451293,-2.60378,-1.84862,-inf,0.026119,-2.765178,-inf,-6.007177,-6.354067,-1.120982,-inf,-2.555244,-inf,-5.0299,-5.440149,-1.117172,-6.667592,-1.168426,-3.522905,-inf,-3.327122,-inf,-3.234595,-3.426151,-2.064324,-inf,-2.728498,-inf,-inf,-6.29264,-2.625259,-inf,-3.292106,-inf,-7.57665,-inf,-3.782362,-4.129252,-3.660813,-inf,-2.196163,-2.144888,-2.979276,-inf
2324-1001171,-3.02966,-1.025113,-1.741337,0.532927,-2.377928,-3.31479,-1.383793,-0.668387,-2.942652,-inf,-3.903141,-4.405945,-1.006344,-2.937341,-inf,-4.331352,-3.19482,-inf,-0.650276,-1.679177,-inf,-0.424037,-2.355033,-4.577121,-3.747213,-3.189047,-2.167123,-1.122429,-2.68047,-3.396694,-inf,-7.090911,-5.619452,2.008248,0.077252,-1.465691,-1.003535,-2.934531,-4.493443,-5.209667,-2.935402,-0.421925,-inf,-2.352922,-1.837376,0.436888,-1.968036,-2.583041,-3.755528,-4.146879,-inf,-3.137621,-2.870315,-inf,-4.457383,-1.654305,-inf,-2.217304,-4.07075,-inf,-inf,-0.853192,-2.784189,-4.567766,-4.226855,-1.952591,-3.430464,-2.07181,-2.693611,-0.477939,-1.79645,-inf,-0.440175,-1.156399,1.117866,-inf,-3.308955,-1.377958,-2.347462,-4.278459,-2.539936,-2.403053,-2.794404,-inf,-inf,-5.50967,-5.611618,-4.582717,-inf,-1.959025,-5.086788,-1.864338,-3.422378,-4.138602,-1.080803,-1.661172,-3.592169,-0.337316,-2.268313,-0.418612,-3.828529,-3.157028,-3.669806,-1.248484,-inf,-5.646672,-3.715675,-2.373206,-0.490041,-1.252865,-inf,-4.463277,-inf,-1.054319,-2.985316,-4.839208,-inf,-1.670464,-inf,-3.52451,-1.887582,-3.445623,-4.161847,-2.321101,-inf,-0.849643,-4.37019,-3.171985,-inf
2324-1001172,-2.908645,-2.529713,-2.876603,-inf,-2.186188,-6.396817,-inf,-inf,-5.08768,-inf,-6.55823,-8.106683,-inf,-5.611412,-inf,-7.000697,-2.715742,-inf,-0.846663,-2.080393,-inf,-inf,-5.042131,-6.017176,-7.329136,-6.507428,-0.171506,-inf,-5.642817,-5.989707,-inf,-8.089204,-8.195839,-inf,-3.357442,-2.20115,-inf,-4.94986,-8.125788,-8.472678,-inf,-inf,-inf,-5.586656,-4.196011,-inf,-1.331834,-1.187096,-6.952427,-7.595207,-inf,-2.502899,0.50301,-inf,-6.960525,-0.425101,-inf,-2.970284,-5.090522,-inf,-inf,-inf,-3.88533,-8.323331,-6.164849,-inf,-3.701213,-3.568786,-4.241066,-1.17169,-inf,-inf,-4.375409,-4.722299,-inf,-inf,-6.019044,-inf,-inf,-6.112192,-3.387775,-1.677549,-2.320328,-inf,-inf,-7.952821,-7.600217,-6.366487,-inf,-2.393084,-7.261923,-inf,-6.626589,-6.973479,-2.179882,-inf,-5.416312,-inf,-5.277759,-4.245325,-5.524547,-3.163006,-5.648465,1.542894,-inf,-7.843439,-inf,-0.677778,-1.427094,0.409945,-inf,-4.674959,-inf,-inf,-6.389232,-6.995856,-inf,0.369748,-inf,-6.668776,-inf,-6.607582,-6.954472,-0.006275,-inf,-0.11291,-6.661163,-1.103413,-inf
